890,600,-2920,0,0,0,77,20,1,1540,400,20,-1,0,0,0,0
1670,600,-3030,0,0,0,1,20,10,20,400,200,-1,0,0,0,0
2550,600,-3030,0,0,0,1,20,10,20,400,200,-1,0,0,0,0
2770,600,-2920,0,0,0,21,20,1,420,400,20,-1,0,0,0,0
2770,600,-3140,0,0,0,21,20,1,420,400,20,-1,0,0,0,0
0,200,-2600,0,0,0,25,5,1,500,100,20,0,0,0,0,0
0,200,-2120,0,0,0,25,5,1,500,100,20,0,0,0,0,0
240,200,-2360,0,1.57,0,25,5,1,20,100,500,0,0,0,0,0
-240,200,-2360,0,1.57,0,25,5,1,20,100,500,0,0,0,0,0
3990,440,-3030,0,1.57,0,52,5,1,20,100,1040,1,0,0,0,0
2970,440,-3030,0,1.57,0,52,5,1,20,100,1040,1,0,0,0,0
3480,440,-2520,0,0,0,52,5,1,1040,100,20,1,0,0,0,0
3480,440,-3540,0,0,0,52,5,1,1040,100,20,1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
0,-1000,0,0,0,0,1,1,1,20,20,20,-1,0,0,0,0
